"Player","Team","Position","Type","Team","Pr","Date (EDT)","Gameweek"
"Emerson","WHU","D","Claim","1-bruNO HARD FEELINGS","1","Thu Mar 14, 2024, 9:00PM","29"
"Axel Disasi","CHE","D","Drop","1-bruNO HARD FEELINGS","1","Thu Mar 14, 2024, 9:00PM","29"
"Matz Sels","NEW/NOT","G","Claim","1-ComeBack Szn","1","Thu Mar 14, 2024, 9:00PM","29"
"Sam Johnstone","CRY","G","Drop","1-ComeBack Szn","1","Thu Mar 14, 2024, 9:00PM","29"
"Anthony Elanga","NOT","F","Claim","1-Barkley’s Balls Sponsored by Baileys","1","Thu Mar 14, 2024, 9:00PM","29"
"Micky van de Ven","TOT","D","Drop","1-Burnley and Old Trafford","1","Thu Mar 14, 2024, 3:18PM","29"
"Nathan Ake","MCI","D","Drop","1 - The Narrative","1","Thu Mar 14, 2024, 2:57PM","29"
"Ben Brereton","SHU","F","Drop","1-john lim","1","Wed Mar 13, 2024, 7:54PM","29"
"Harvey Elliott","LIV","M","Drop","1-john lim","1","Wed Mar 13, 2024, 7:54PM","29"
"Illia Zabarnyi","BOU","D","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Wed Mar 13, 2024, 5:48PM","29"
"Abdoulaye Doucoure","EVE","M","Drop","1-The Dentist","1","Wed Mar 13, 2024, 5:10AM","29"
"Joe Willock","NEW","M","Drop","1-The Dentist","1","Wed Mar 13, 2024, 5:09AM","29"
"Chris Mepham","BOU","D","Drop","1-The Dentist","1","Wed Mar 13, 2024, 5:09AM","29"
"Adam Smith","BOU","D","Drop","1-The Dentist","1","Wed Mar 13, 2024, 5:09AM","29"
"Sam Johnstone","CRY","G","Claim","1-ComeBack Szn","1","Thu Mar 14, 2024, 11:05PM","29"
"Reece Burke","LUT","D","Drop","1-ComeBack Szn","1","Thu Mar 14, 2024, 11:05PM","29"
"Matz Sels","NEW/NOT","G","Drop","1-ComeBack Szn","1","Thu Mar 14, 2024, 11:05PM","29"
"Illia Zabarnyi","BOU","D","Claim","1-Barkley’s Balls Sponsored by Baileys","1","Thu Mar 14, 2024, 11:05PM","29"
"Anthony Elanga","NOT","F","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Thu Mar 14, 2024, 11:05PM","29"
"Reece Burke","LUT","D","Claim","1-ComeBack Szn","2","Tue Mar 12, 2024, 9:00PM","29"
"Matz Sels","NEW/NOT","G","Claim","1-ComeBack Szn","1","Tue Mar 12, 2024, 9:00PM","29"
"Sam Johnstone","CRY","G","Drop","1-ComeBack Szn","1","Tue Mar 12, 2024, 9:00PM","29"
"Anthony Elanga","NOT","F","Claim","1-Barkley’s Balls Sponsored by Baileys","1","Tue Mar 12, 2024, 9:00PM","29"
"Illia Zabarnyi","BOU","D","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Tue Mar 12, 2024, 9:00PM","29"
"Valentino Livramento","NEW","D","Claim","1 - The Narrative","1","Mon Mar 11, 2024, 3:42PM","28"
"Harvey Elliott","LIV","M","Claim","1-john lim","1","Sun Mar 10, 2024, 11:07AM","28"
"Chris Wood","NOT","F","Claim","1-rice cooker","1","Sun Mar 10, 2024, 9:18AM","28"
"Zeki Amdouni","BUR","F","Drop","1-rice cooker","1","Sun Mar 10, 2024, 9:18AM","28"
"Harry Toffolo","NOT","D","Claim","1-rice cooker","1","Sun Mar 10, 2024, 9:09AM","28"
"Willy Boly","NOT","D","Drop","1-rice cooker","1","Sun Mar 10, 2024, 9:09AM","28"
"Joel Veltman","BHA","D","Claim","1-bruNO HARD FEELINGS","1","Sun Mar 10, 2024, 9:02AM","28"
"Nayef Aguerd","WHU","D","Drop","1-bruNO HARD FEELINGS","1","Sun Mar 10, 2024, 9:02AM","28"
"Nayef Aguerd","WHU","D","Claim","1-bruNO HARD FEELINGS","1","Sun Mar 10, 2024, 9:01AM","28"
"Emerson","WHU","D","Drop","1-bruNO HARD FEELINGS","1","Sun Mar 10, 2024, 9:01AM","28"
"Ansu Fati","BHA","F","Claim","1-Koke Vegas","1","Sun Mar 10, 2024, 9:01AM","28"
"Anthony Elanga","NOT","F","Drop","1-Koke Vegas","1","Sun Mar 10, 2024, 9:01AM","28"
"Willy Boly","NOT","D","Claim","1-rice cooker","1","Sun Mar 10, 2024, 8:06AM","28"
"Emerson Royal","TOT","D","Drop","1-rice cooker","1","Sun Mar 10, 2024, 8:06AM","28"
"Emerson Royal","TOT","D","Claim","1-rice cooker","1","Sat Mar 9, 2024, 2:52PM","28"
"Facundo Buonanotte","BHA","M","Drop","1-rice cooker","1","Sat Mar 9, 2024, 2:52PM","28"
"Justin Kluivert","BOU","M,F","Drop","1-ComeBack Szn","1","Sat Mar 9, 2024, 2:48PM","29"
"Neco Williams","NOT","D","Claim","1-Burnley and Old Trafford","1","Sat Mar 9, 2024, 11:51AM","28"
"Keane Lewis-Potter","BRF","F","Claim","1-bruNO HARD FEELINGS","1","Sat Mar 9, 2024, 11:31AM","28"
"Neal Maupay","EVE/BRF","F","Drop","1-bruNO HARD FEELINGS","1","Sat Mar 9, 2024, 11:31AM","28"
"Gabriel Osho","LUT","D","Claim","1-ComeBack Szn","1","Sat Mar 9, 2024, 9:54AM","28"
"Adam Wharton","CRY","M","Drop","1-ComeBack Szn","1","Sat Mar 9, 2024, 9:54AM","28"
"Jordan Clark","LUT","M","Claim","1-The Dentist","1","Sat Mar 9, 2024, 9:52AM","28"
"Jean-Ricner Bellegarde","WOL","M","Drop","1-The Dentist","1","Sat Mar 9, 2024, 9:52AM","28"
"Jean-Ricner Bellegarde","WOL","M","Claim","1-The Dentist","1","Sat Mar 9, 2024, 9:49AM","28"
"Alex Scott","BOU","M","Drop","1-The Dentist","1","Sat Mar 9, 2024, 9:40AM","28"
"Ben Brereton","SHU","F","Claim","1-john lim","1","Sat Mar 9, 2024, 9:30AM","28"
"Toti","WOL","D","Drop","1 - The Narrative","1","Sat Mar 9, 2024, 9:29AM","28"
"Andros Townsend","EVE/LUT","M","Drop","1-Greek Prison XI","1","Sat Mar 9, 2024, 9:22AM","28"
"Luis Sinisterra","LEE/BOU","F","Drop","1-Burnley and Old Trafford","1","Sat Mar 9, 2024, 9:20AM","28"
"Yves Bissouma","TOT","M","Claim","1-OGBEAN'S","1","Sat Mar 9, 2024, 7:27AM","28"
"Ben Chilwell","CHE","D","Drop","1-OGBEAN'S","1","Sat Mar 9, 2024, 7:27AM","28"
"Dara O'Shea","BUR","D","Drop","1-Check Complete FC","1","Sat Mar 9, 2024, 6:47AM","28"
"Tahith Chong","LUT","M","Claim","1-Check Complete FC","1","Sat Mar 9, 2024, 6:40AM","28"
"Scott McTominay","MUN","M","Claim","1-rice cooker","1","Sat Mar 9, 2024, 6:36AM","28"
"Bobby Clark","LIV","M","Drop","1-rice cooker","1","Sat Mar 9, 2024, 6:34AM","28"
"Adam Smith","BOU","D","Claim","1-The Dentist","1","Fri Mar 8, 2024, 12:39PM","28"
"Kurt Zouma","WHU","D","Drop","1-The Dentist","1","Fri Mar 8, 2024, 12:39PM","28"
"Nicolas Jackson","CHE","F","Claim","1-The Dentist","1","Fri Mar 8, 2024, 11:38AM","28"
"Adam Smith","BOU","D","Drop","1-The Dentist","1","Fri Mar 8, 2024, 11:38AM","28"
"Abdoulaye Doucoure","EVE","M","Claim","1-The Dentist","1","Fri Mar 8, 2024, 11:30AM","28"
"Jean-Ricner Bellegarde","WOL","M","Drop","1-The Dentist","1","Fri Mar 8, 2024, 11:30AM","28"
"Chris Mepham","BOU","D","Claim","1-The Dentist","1","Fri Mar 8, 2024, 11:28AM","28"
"Yves Bissouma","TOT","M","Drop","1-The Dentist","1","Fri Mar 8, 2024, 11:28AM","28"
"Neal Maupay","EVE/BRF","F","Claim","1-bruNO HARD FEELINGS","1","Thu Mar 7, 2024, 8:56AM","28"
"Hwang Hee-Chan","WOL","F","Drop","1-bruNO HARD FEELINGS","1","Thu Mar 7, 2024, 8:55AM","28"
"Justin Kluivert","BOU","M,F","Claim","1-ComeBack Szn","1","Wed Mar 6, 2024, 9:05AM","28"
"Abdoulaye Doucoure","EVE","M","Drop","1-ComeBack Szn","1","Wed Mar 6, 2024, 9:05AM","28"
"Luis Sinisterra","LEE/BOU","F","Claim","1-Burnley and Old Trafford","1","Tue Mar 5, 2024, 11:16PM","28"
"Murillo","NOT","D,M","Claim","1-Burnley and Old Trafford","1","Tue Mar 5, 2024, 9:02PM","28"
"Danilo","NOT","M","Drop","1-john lim","1","Tue Mar 5, 2024, 9:02PM","28"
"Alex Scott","BOU","M","Claim","1-The Dentist","1","Tue Mar 5, 2024, 9:00PM","28"
"Sven Botman","NEW","D","Drop","1-The Dentist","1","Tue Mar 5, 2024, 9:00PM","28"
"Teden Mengi","MUN/LUT","D","Claim","1-OGBEAN'S","1","Tue Mar 5, 2024, 9:00PM","28"
"Konstantinos Mavropanos","ARS/WHU","D","Claim","1-The Dentist","3","Tue Mar 5, 2024, 9:00PM","28"
"Harry Wilson","FUL","M","Claim","1-Koke Vegas","5","Tue Mar 5, 2024, 9:00PM","28"
"Nicolas Jackson","CHE","F","Drop","1-Koke Vegas","5","Tue Mar 5, 2024, 9:00PM","28"
"Kurt Zouma","WHU","D","Claim","1-The Dentist","2","Tue Mar 5, 2024, 9:00PM","28"
"Sam Johnstone","CRY","G","Claim","1-ComeBack Szn","2","Tue Mar 5, 2024, 9:00PM","28"
"Caoimhin Kelleher","LIV","G","Drop","1-ComeBack Szn","2","Tue Mar 5, 2024, 9:00PM","28"
"Tosin Adarabioyo","FUL","D","Claim","1-Koke Vegas","1","Tue Mar 5, 2024, 9:00PM","28"
"Adam Smith","BOU","D","Claim","1-The Dentist","1","Tue Mar 5, 2024, 9:00PM","28"
"Amadou Onana","EVE","M","Claim","1-Check Complete FC","1","Tue Mar 5, 2024, 9:00PM","28"
"Taiwo Awoniyi","NOT","F","Drop","1-Check Complete FC","1","Tue Mar 5, 2024, 9:00PM","28"
"Thomas Kaminski","LUT","G","Claim","1-john lim","1","Tue Mar 5, 2024, 9:00PM","28"
"Emerson Royal","TOT","D","Drop","1-The Dentist","1","Tue Mar 5, 2024, 8:59PM","28"
"Alex Moreno","AVL","D","Drop","1-Koke Vegas","1","Tue Mar 5, 2024, 6:19PM","28"
"Thomas Partey","ARS","M","Drop","1-The Dentist","1","Mon Mar 4, 2024, 5:27PM","28"
"Gustavo Hamer","SHU","M","Drop","1-Burnley and Old Trafford","1","Mon Mar 4, 2024, 5:21PM","28"
"Scott McTominay","MUN","M","Drop","1-Burnley and Old Trafford","1","Mon Mar 4, 2024, 5:21PM","28"
"Jose Sa","WOL","G","Drop","1-john lim","1","Mon Mar 4, 2024, 5:19PM","28"
"Thomas Partey","ARS","M","Claim","1-The Dentist","1","Mon Mar 4, 2024, 1:49PM","27"
"Gustavo Hamer","SHU","M","Claim","1-Burnley and Old Trafford","1","Sun Mar 3, 2024, 10:32AM","27"
"Scott McTominay","MUN","M","Claim","1-Burnley and Old Trafford","1","Sun Mar 3, 2024, 10:26AM","27"
"Ruben Dias","MCI","D","Drop","1-Burnley and Old Trafford","1","Sun Mar 3, 2024, 10:26AM","27"
"Luis Sinisterra","LEE/BOU","F","Drop","1-Burnley and Old Trafford","1","Thu Feb 29, 2024, 11:05PM","27"
"Gustavo Hamer","SHU","M","Drop","1-The Dentist","1","Sat Mar 2, 2024, 1:25PM","27"
"Jacob Murphy","NEW","M","Drop","1-The Dentist","1","Sat Mar 2, 2024, 1:24PM","28"
"Andros Townsend","EVE/LUT","M","Claim","1-Greek Prison XI","1","Sat Mar 2, 2024, 12:27PM","27"
"Harvey Elliott","LIV","M","Drop","1-OGBEAN'S","1","Sat Mar 2, 2024, 12:06PM","28"
"Ruben Dias","MCI","D","Claim","1-Burnley and Old Trafford","1","Sat Mar 2, 2024, 11:33AM","27"
"Omari Forson","MUN","M","Drop","1-Check Complete FC","1","Sat Mar 2, 2024, 10:06AM","27"
"Keane Lewis-Potter","BRF","F","Drop","1-Burnley and Old Trafford","1","Sat Mar 2, 2024, 9:46AM","27"
"Frank Onyeka","BRF","M","Claim","1-Barkley’s Balls Sponsored by Baileys","1","Sat Mar 2, 2024, 9:20AM","27"
"Beto","EVE","F","Claim","1-bruNO HARD FEELINGS","1","Sat Mar 2, 2024, 9:14AM","27"
"Neal Maupay","EVE/BRF","F","Drop","1-bruNO HARD FEELINGS","1","Sat Mar 2, 2024, 9:14AM","27"
"Gustavo Hamer","SHU","M","Claim","1-The Dentist","1","Sat Mar 2, 2024, 9:14AM","27"
"Tom Cairney","FUL","M","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Sat Mar 2, 2024, 9:13AM","27"
"Axel Disasi","CHE","D","Claim","1-bruNO HARD FEELINGS","1","Sat Mar 2, 2024, 9:11AM","27"
"Beto","EVE","F","Drop","1-The Dentist","1","Sat Mar 2, 2024, 9:11AM","27"
"Evan Ferguson","BHA","F","Claim","1-Greek Prison XI","1","Sat Mar 2, 2024, 9:09AM","27"
"Danny Welbeck","BHA","F","Drop","1-Greek Prison XI","1","Sat Mar 2, 2024, 9:09AM","27"
"Sasa Lukic","FUL","M","Claim","1-john lim","1","Sat Mar 2, 2024, 9:09AM","27"
"Mateo Kovacic","MCI","M","Drop","1-Greek Prison XI","1","Sat Mar 2, 2024, 9:07AM","27"
"Bobby Clark","LIV","M","Claim","1-rice cooker","1","Sat Mar 2, 2024, 9:04AM","27"
"Giovani Lo Celso","TOT","M","Drop","1-rice cooker","1","Sat Mar 2, 2024, 9:03AM","27"
"Harvey Barnes","NEW","M","Drop","1-bruNO HARD FEELINGS","1","Sat Mar 2, 2024, 9:03AM","27"
"Joseph Gomez","LIV","D","Claim","1-Check Complete FC","1","Sat Mar 2, 2024, 9:02AM","27"
"Miguel Almiron","NEW","M","Drop","1-Check Complete FC","1","Sat Mar 2, 2024, 9:02AM","27"
"Jacob Murphy","NEW","M","Claim","1-The Dentist","1","Sat Mar 2, 2024, 9:02AM","27"
"Johann Gudmundsson","BUR","M","Drop","1-The Dentist","1","Sat Mar 2, 2024, 9:02AM","27"
"Beto","EVE","F","Claim","1-The Dentist","1","Sat Mar 2, 2024, 9:01AM","27"
"David Datro Fofana","CHE/BUR","F","Drop","1-The Dentist","1","Sat Mar 2, 2024, 9:01AM","27"
"Nicolas Jackson","CHE","F","Claim","1-Koke Vegas","1","Sat Mar 2, 2024, 9:01AM","27"
"Ansu Fati","BHA","F","Drop","1-Koke Vegas","1","Sat Mar 2, 2024, 9:01AM","27"
"Sven Botman","NEW","D","Claim","1-The Dentist","1","Sat Mar 2, 2024, 9:00AM","27"
"Joseph Gomez","LIV","D","Drop","1-The Dentist","1","Sat Mar 2, 2024, 9:00AM","27"
"Joseph Gomez","LIV","D","Claim","1-The Dentist","1","Sat Mar 2, 2024, 8:44AM","27"
"Tosin Adarabioyo","FUL","D","Drop","1-The Dentist","1","Sat Mar 2, 2024, 8:44AM","27"
"Rayan Ait-Nouri","WOL","D","Claim","1-Koke Vegas","1","Fri Mar 1, 2024, 10:33AM","27"
"Ben Mee","BRF","D","Drop","1-Koke Vegas","1","Fri Mar 1, 2024, 10:33AM","27"
"Yves Bissouma","TOT","M","Claim","1-The Dentist","1","Thu Feb 29, 2024, 8:24PM","27"
"Ben Davies","TOT","D","Drop","1-The Dentist","1","Thu Feb 29, 2024, 8:24PM","27"
"Jean-Ricner Bellegarde","WOL","M","Claim","1-The Dentist","1","Wed Feb 28, 2024, 4:00PM","27"
"Jurrien Timber","ARS","D","Drop","1-The Dentist","1","Wed Feb 28, 2024, 4:00PM","27"
"Jurrien Timber","ARS","D","Claim","1-The Dentist","1","Wed Feb 28, 2024, 12:50PM","27"
"Elliot Anderson","NEW","M","Drop","1-The Dentist","1","Wed Feb 28, 2024, 12:50PM","27"
"Jean-Philippe Mateta","CRY","F","Claim","1 - The Narrative","1","Tue Feb 27, 2024, 9:26PM","27"
"Joe Willock","NEW","M","Claim","1-The Dentist","1","Tue Feb 27, 2024, 9:07PM","27"
"Johann Gudmundsson","BUR","M","Claim","1-The Dentist","1","Tue Feb 27, 2024, 9:06PM","27"
"Mark Flekken","BRF","G","Claim","1-Burnley and Old Trafford","1","Tue Feb 27, 2024, 9:02PM","27"
"David Raya","BRF/ARS","G","Drop","1-Burnley and Old Trafford","1","Tue Feb 27, 2024, 9:02PM","27"
"Keane Lewis-Potter","BRF","F","Claim","1-Burnley and Old Trafford","1","Tue Feb 27, 2024, 9:01PM","27"
"Konstantinos Mavropanos","ARS/WHU","D","Drop","1-Burnley and Old Trafford","1","Tue Feb 27, 2024, 9:01PM","27"
"Elliot Anderson","NEW","M","Claim","1-The Dentist","1","Tue Feb 27, 2024, 9:01PM","27"
"Rayan Ait-Nouri","WOL","D","Drop","1-The Dentist","1","Tue Feb 27, 2024, 9:01PM","27"
"David Datro Fofana","CHE/BUR","F","Claim","1-The Dentist","1","Tue Feb 27, 2024, 9:01PM","27"
"Ben Davies","TOT","D","Claim","1-The Dentist","1","Tue Feb 27, 2024, 9:01PM","27"
"Emerson Royal","TOT","D","Claim","1-The Dentist","1","Tue Feb 27, 2024, 9:01PM","27"
"Chris Richards","CRY","D","Claim","1 - The Narrative","3","Tue Feb 27, 2024, 9:00PM","27"
"Luis Sinisterra","LEE/BOU","F","Claim","1-Burnley and Old Trafford","2","Tue Feb 27, 2024, 9:00PM","27"
"Nelson Semedo","WOL","D","Claim","1-ComeBack Szn","3","Tue Feb 27, 2024, 9:00PM","27"
"Tyrick Mitchell","CRY","D","Drop","1-ComeBack Szn","3","Tue Feb 27, 2024, 9:00PM","27"
"Illia Zabarnyi","BOU","D","Claim","1-Barkley’s Balls Sponsored by Baileys","3","Tue Feb 27, 2024, 9:00PM","27"
"Neto","BOU","G","Claim","1-OGBEAN'S","3","Tue Feb 27, 2024, 9:00PM","27"
"Sam Johnstone","CRY","G","Drop","1-OGBEAN'S","3","Tue Feb 27, 2024, 9:00PM","27"
"Toti","WOL","D","Claim","1 - The Narrative","2","Tue Feb 27, 2024, 9:00PM","27"
"Micky van de Ven","TOT","D","Claim","1-Burnley and Old Trafford","1","Tue Feb 27, 2024, 9:00PM","27"
"Caoimhin Kelleher","LIV","G","Claim","1-ComeBack Szn","1","Tue Feb 27, 2024, 9:00PM","27"
"Ederson","MCI","G","Drop","1-ComeBack Szn","1","Tue Feb 27, 2024, 9:00PM","27"
"Carlton Morris","LUT","F","Claim","1-Barkley’s Balls Sponsored by Baileys","1","Tue Feb 27, 2024, 9:00PM","27"
"Nicolas Jackson","CHE","F","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Tue Feb 27, 2024, 9:00PM","27"
"Ansu Fati","BHA","F","Claim","1-Koke Vegas","1","Tue Feb 27, 2024, 9:00PM","27"
"Valentino Livramento","NEW","D","Drop","1-Koke Vegas","1","Tue Feb 27, 2024, 9:00PM","27"
"Harvey Elliott","LIV","M","Claim","1-OGBEAN'S","1","Tue Feb 27, 2024, 9:00PM","27"
"Giovani Lo Celso","TOT","M","Claim","1-rice cooker","1","Tue Feb 27, 2024, 9:00PM","27"
"Kyle Walker","MCI","D","Claim","1-bruNO HARD FEELINGS","1","Tue Feb 27, 2024, 9:00PM","27"
"Milos Kerkez","BOU","D","Claim","1 - The Narrative","1","Tue Feb 27, 2024, 9:00PM","27"
"Ruben Dias","MCI","D","Drop","1-Burnley and Old Trafford","1","Tue Feb 27, 2024, 1:43PM","27"
"Odsonne Edouard","CRY","F","Drop","1-Burnley and Old Trafford","1","Tue Feb 27, 2024, 1:43PM","27"
"Kaoru Mitoma","BHA","M","Drop","1-The Dentist","1","Tue Feb 27, 2024, 9:50AM","27"
"Wes Foderingham","SHU","G","Drop","1-bruNO HARD FEELINGS","1","Mon Feb 26, 2024, 10:26PM","27"
"Matheus Nunes","WOL/MCI","M","Drop","1-The Dentist","1","Mon Feb 26, 2024, 9:52PM","27"
"John Stones","MCI","D","Drop","1-The Dentist","1","Mon Feb 26, 2024, 9:52PM","27"
"Nelson Semedo","WOL","D","Drop","1-The Dentist","1","Mon Feb 26, 2024, 9:52PM","27"
"Jean-Philippe Mateta","CRY","F","Drop","1-The Dentist","1","Mon Feb 26, 2024, 9:51PM","27"
"Evan Ferguson","BHA","F","Drop","1-OGBEAN'S","1","Mon Feb 26, 2024, 7:01PM","27"
"Clement Lenglet","TOT/AVL","D","Drop","1 - The Narrative","1","Mon Feb 26, 2024, 6:11PM","27"
"David Datro Fofana","CHE/BUR","F","Drop","1 - The Narrative","1","Mon Feb 26, 2024, 6:10PM","27"
"Neco Williams","NOT","D","Drop","1 - The Narrative","1","Mon Feb 26, 2024, 6:10PM","27"
"Bart Verbruggen","BHA","G","Drop","1 - The Narrative","1","Mon Feb 26, 2024, 6:09PM","27"
"Konstantinos Mavropanos","ARS/WHU","D","Claim","1-Burnley and Old Trafford","1","Mon Feb 26, 2024, 2:01PM","26"
"Nayef Aguerd","WHU","D","Drop","1-Burnley and Old Trafford","1","Mon Feb 26, 2024, 2:01PM","26"
"Murillo","NOT","D,M","Drop","1-john lim","1","Sun Feb 25, 2024, 12:16PM","27"
"Sander Berge","BUR","M","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Sat Feb 24, 2024, 9:16PM","27"
"Valentino Livramento","NEW","D","Claim","1-Koke Vegas","1","Sat Feb 24, 2024, 2:21PM","26"
"Nayef Aguerd","WHU","D","Claim","1-Burnley and Old Trafford","1","Sat Feb 24, 2024, 12:23PM","26"
"Toti","WOL","D","Drop","1-Burnley and Old Trafford","1","Sat Feb 24, 2024, 12:23PM","26"
"Mateo Kovacic","MCI","M","Claim","1-Greek Prison XI","1","Sat Feb 24, 2024, 12:16PM","26"
"Ben Davies","TOT","D","Drop","1-Greek Prison XI","1","Sat Feb 24, 2024, 12:16PM","26"
"Matheus Nunes","WOL/MCI","M","Claim","1-The Dentist","1","Sat Feb 24, 2024, 11:31AM","26"
"Oscar Bobb","MCI","M","Drop","1-The Dentist","1","Sat Feb 24, 2024, 11:31AM","26"
"John Stones","MCI","D","Claim","1-The Dentist","1","Sat Feb 24, 2024, 11:31AM","26"
"Kyle Walker","MCI","D","Drop","1-The Dentist","1","Sat Feb 24, 2024, 11:31AM","26"
"Neco Williams","NOT","D","Claim","1 - The Narrative","1","Sat Feb 24, 2024, 9:49AM","26"
"Ben Brereton","SHU","F","Drop","1 - The Narrative","1","Sat Feb 24, 2024, 9:49AM","26"
"Nicolas Dominguez","NOT","M","Claim","1-rice cooker","1","Sat Feb 24, 2024, 9:45AM","26"
"Neco Williams","NOT","D","Drop","1-rice cooker","1","Sat Feb 24, 2024, 9:45AM","26"
"Neco Williams","NOT","D","Claim","1-rice cooker","1","Sat Feb 24, 2024, 9:43AM","26"
"Wataru Endo","LIV","M","Drop","1-rice cooker","1","Sat Feb 24, 2024, 9:43AM","26"
"Sam Johnstone","CRY","G","Claim","1-OGBEAN'S","1","Sat Feb 24, 2024, 9:39AM","26"
"Mark Flekken","BRF","G","Drop","1-OGBEAN'S","1","Sat Feb 24, 2024, 9:39AM","26"
"Neco Williams","NOT","D","Drop","1-Koke Vegas","1","Sat Feb 24, 2024, 9:36AM","26"
"Zeki Amdouni","BUR","F","Claim","1-rice cooker","1","Sat Feb 24, 2024, 9:35AM","26"
"Oscar Bobb","MCI","M","Claim","1-The Dentist","1","Sat Feb 24, 2024, 9:27AM","26"
"Johann Gudmundsson","BUR","M","Drop","1-The Dentist","1","Sat Feb 24, 2024, 9:27AM","26"
"Zeki Amdouni","BUR","F","Drop","1-john lim","1","Sat Feb 24, 2024, 9:06AM","26"
"Dara O'Shea","BUR","D","Claim","1-Check Complete FC","1","Sat Feb 24, 2024, 9:05AM","26"
"Harry Toffolo","NOT","D","Drop","1-Check Complete FC","1","Sat Feb 24, 2024, 9:05AM","26"
"Felipe","NOT","D","Claim","1-john lim","1","Sat Feb 24, 2024, 9:04AM","26"
"Omari Forson","MUN","M","Claim","1-Check Complete FC","1","Sat Feb 24, 2024, 9:03AM","26"
"Neco Williams","NOT","D","Claim","1-Koke Vegas","1","Sat Feb 24, 2024, 9:01AM","26"
"Evan Ferguson","BHA","F","Claim","1-OGBEAN'S","1","Sat Feb 24, 2024, 9:01AM","26"
"Idrissa Gueye","EVE","M","Drop","1-OGBEAN'S","1","Sat Feb 24, 2024, 9:01AM","26"
"Ansu Fati","BHA","F","Drop","1-Koke Vegas","1","Sat Feb 24, 2024, 9:01AM","26"
"Taiwo Awoniyi","NOT","F","Claim","1-Check Complete FC","1","Sat Feb 24, 2024, 9:00AM","26"
"Moises Caicedo","BHA/CHE","M","Drop","1-Check Complete FC","1","Sat Feb 24, 2024, 9:00AM","26"
"Johann Gudmundsson","BUR","M","Claim","1-The Dentist","1","Sat Feb 24, 2024, 9:00AM","26"
"Amadou Onana","EVE","M","Drop","1-The Dentist","1","Sat Feb 24, 2024, 9:00AM","26"
"Curtis Jones","LIV","M","Drop","1-Check Complete FC","1","Sat Feb 24, 2024, 8:52AM","26"
"Wes Foderingham","SHU","G","Claim","1-bruNO HARD FEELINGS","1","Sat Feb 24, 2024, 12:27AM","26"
"Gustavo Hamer","SHU","M","Drop","1-bruNO HARD FEELINGS","1","Sat Feb 24, 2024, 12:27AM","26"
"Amadou Onana","EVE","M","Claim","1-The Dentist","1","Fri Feb 23, 2024, 1:27PM","26"
"John Stones","MCI","D","Drop","1-The Dentist","1","Fri Feb 23, 2024, 12:33PM","26"
"Zeki Amdouni","BUR","F","Claim","1-john lim","1","Fri Feb 23, 2024, 10:06AM","26"
"Timothy Castagne","LEI/FUL","D","Claim","1-john lim","1","Fri Feb 23, 2024, 10:06AM","26"
"Danilo","NOT","M","Claim","1-john lim","1","Fri Feb 23, 2024, 10:05AM","26"
"Murillo","NOT","D,M","Claim","1-john lim","1","Fri Feb 23, 2024, 10:02AM","26"
"Bart Verbruggen","BHA","G","Claim","1 - The Narrative","1","Fri Feb 23, 2024, 10:02AM","26"
"Luke Shaw","MUN","D","Drop","1 - The Narrative","1","Fri Feb 23, 2024, 10:00AM","26"
"Sander Berge","BUR","M","Claim","1-Barkley’s Balls Sponsored by Baileys","1","Thu Feb 22, 2024, 9:04PM","26"
"Bernd Leno","FUL","G","Claim","1-The Dentist","1","Thu Feb 22, 2024, 9:03PM","26"
"Tosin Adarabioyo","FUL","D","Claim","1-The Dentist","1","Thu Feb 22, 2024, 9:02PM","26"
"John Stones","MCI","D","Claim","1-The Dentist","1","Thu Feb 22, 2024, 9:02PM","26"
"Edson Alvarez","WHU","M","Claim","1-Burnley and Old Trafford","3","Thu Feb 22, 2024, 9:00PM","26"
"Luis Sinisterra","LEE/BOU","F","Drop","1-Burnley and Old Trafford","3","Thu Feb 22, 2024, 9:00PM","26"
"Odsonne Edouard","CRY","F","Claim","1-Burnley and Old Trafford","2","Thu Feb 22, 2024, 9:00PM","26"
"Carlton Morris","LUT","F","Drop","1-Burnley and Old Trafford","2","Thu Feb 22, 2024, 9:00PM","26"
"Tyrick Mitchell","CRY","D","Claim","1-ComeBack Szn","1","Thu Feb 22, 2024, 9:00PM","26"
"Sven Botman","NEW","D","Drop","1-ComeBack Szn","1","Thu Feb 22, 2024, 9:00PM","26"
"Toti","WOL","D","Claim","1-Burnley and Old Trafford","1","Thu Feb 22, 2024, 9:00PM","26"
"Illia Zabarnyi","BOU","D","Drop","1-Burnley and Old Trafford","1","Thu Feb 22, 2024, 9:00PM","26"
"Lewis Cook","BOU","M","Claim","1-Barkley’s Balls Sponsored by Baileys","1","Thu Feb 22, 2024, 9:00PM","26"
"Jean-Philippe Mateta","CRY","F","Claim","1-The Dentist","1","Thu Feb 22, 2024, 9:00PM","26"
"Caoimhin Kelleher","LIV","G","Drop","1-The Dentist","1","Thu Feb 22, 2024, 7:26PM","26"
